# nrow,Sequencing Panel,Sample ID (Illumina),Sample ID (Collaborator),Sample ID (SGDP),DNA Source,"Embargo level (X=Fully Public, Y=Signed Letter)",Genetic sex assignment,Population ID,Region,Country,Town,Latitude,Longitude,Coverage (mean), Number of bases covered without masking , Number of bases covered filter level >=0 , Number of bases covered filter level >=1 , Number of bases covered filter level >=9 ,Divergence per bp to hg19 without masking,Divergence per bp to hg19 filter level >=0,Divergence per bp to hg19 filter level >=1,Divergence per bp to hg19 filter level >=9,mtDNA haplogroup,Y haplogroup,samtools autosomal heterozygosity,samtools X heterozygosity,mlrho autosomal heterozygosity,mlrho X chromosome heterozygosity,zygosities:mlrho_X_het_lowerBound,zygosities:mlrho_X_het_upperBound,GATK heterozygosity rate filter level without masking,GATK heterozygosity rate filter level filter level >=0,GATK heterozygosity rate filter level filter level >=1,GATK heterozygosity rate filter level filter level >=9,Neanderthal ancestry estimate based on rate of nd10 sites,Denisova ancestry estimate based on rate of nd10 sites,Discordance rate with Human Origins SNP array,Fraction of variants not seen in 1kg at filter level >=1 ,Fraction of genome covered at 20X,Fraction of genome covered at 10X,Concordance with Omni genotyping array,Contamination estimate (conTEST) at filter level>=0 (fraction),Contamination estimate (conTEST) at filter level>=1 (fraction),Contamination estimate (conTEST) at filter level>=9 (fraction)
259,C,LP6005442-DNA_B08,NA15203,S_Hungarian-1,Genomic_from_cell_lines,X,XX,Hungarian,WestEurasia,Hungary,Cell_line_repository_sampling_location_unknown,47.5,19.1,40.05,"2,657,088,961","2,327,696,162","2,154,214,582","1,284,787,082",0.001020985,0.000904096,0.000861502,0.000827,J1c7a,..,0.000882884,0.000440838,9.21E-04,5.08E-04,5.02E-04,5.13E-04,0.000920555,0.000774597,0.000740827,0.000715081,0.02,0.001,0.002,0.0132,0.91,0.91,0.993,0.001,0.001,0.001
260,C,LP6005442-DNA_A08,NA15202,S_Hungarian-2,Genomic_from_cell_lines,X,XY,Hungarian,WestEurasia,Hungary,Cell_line_repository_sampling_location_unknown,47.5,19.1,40.73,"2,656,052,381","2,325,621,048","2,156,783,463","1,176,023,214",0.00101902,0.000900668,0.000858683,0.000823,H49a1,I1a2a1a,0.000858883,4.26E-05,9.23E-04,6.97E-05,6.79E-05,7.14E-05,0.000897041,0.000750189,0.000718311,0.000686674,0.02,0.001,0.002,0.0132,0.89,0.92,0.993,0.001,0.001,0.001
261,C,LP6005442-DNA_D08,NA15761,S_Icelandic-1,Genomic_from_cell_lines,X,XX,Icelandic,WestEurasia,Iceland,Cell_line_repository_sampling_location_unknown,64.1,-21.9,38.34,"2,655,400,465","2,323,673,803","2,135,537,556","1,180,385,044",0.00100761,0.000894346,0.000850592,0.000807,K1c2,..,0.000868248,0.000492134,8.88E-04,5.49E-04,5.44E-04,5.54E-04,0.000905959,0.000769816,0.000735193,0.000703395,0.021,0,0.002,0.0118,0.9,0.91,0.993,0.001,0.001,0.001
262,C,LP6005443-DNA_B06,NA15763,S_Icelandic-2,Genomic_from_cell_lines,X,XX,Icelandic,WestEurasia,Iceland,Cell_line_repository_sampling_location_unknown,64.1,-21.9,49.25,"2,656,680,771","2,325,803,136","2,134,637,684","1,269,013,798",0.001008044,0.000896089,0.000850783,0.000809,H2a2a2,..,0.000853338,0.000414235,8.94E-04,4.79E-04,4.73E-04,4.84E-04,0.00089143,0.00075481,0.000719868,0.00068849,0.02,0.001,0.002,0.0123,0.91,0.91,0.993,0.001,0.001,0.001
263,C,LP6005442-DNA_C04,iran17,S_Iranian-1,Genomic_from_blood,X,XY,Iranian,WestEurasia,Iran,migrants_collected_in_Kuwait,35.6,51.5,38.65,"2,656,711,285","2,328,317,390","2,140,276,264","1,238,166,400",0.001029566,0.000915823,0.00087469,0.000851,J1b,Q1b1a,0.000881066,4.16E-05,9.37E-04,6.58E-05,6.41E-05,6.75E-05,0.0009172,0.000775527,0.000742945,0.000724235,0.016,0.001,0.004,0.0172,0.89,0.92,0.993,0.001,0.001,0.001
264,C,LP6005443-DNA_B10,iran11,S_Iranian-2,Genomic_from_blood,X,XY,Iranian,WestEurasia,Iran,migrants_collected_in_Kuwait,35.6,51.5,45.78,"2,652,125,598","2,326,341,178","2,152,004,784","1,228,275,592",0.001027959,0.000911579,0.000869419,0.00084,H1:0,E1b1b1a1c,0.000859416,4.27E-05,9.17E-04,6.85E-05,6.67E-05,7.02E-05,0.000896332,0.000753015,0.000720959,0.000696725,0.018,0.001,0.002,0.0162,0.9,0.92,0.993,0.001,0.001,0.001
265,C,LP6005592-DNA_F01,IraqiJew1771,S_Iraqi_Jew-1,Genomic_from_cell_lines,X,XX,Iraqi_Jew,WestEurasia,Iraq,Cell_line_repository,33.3,44.4,41.9,"2,648,671,172","2,316,355,714","2,111,527,206","1,232,285,404",0.001025398,0.000909535,0.00086351,0.000817,U2e3,..,0.00087221,0.000472471,9.03E-04,5.33E-04,5.28E-04,5.38E-04,0.000912504,0.000769919,0.00073401,0.000699761,0.018,0.002,0.002,0.0192,0.91,0.91,0.993,0.001,0.001,0.001
266,C,LP6005592-DNA_E01,IraqiJew4291,S_Iraqi_Jew-2,Genomic_from_cell_lines,X,XY,Iraqi_Jew,WestEurasia,Iraq,Cell_line_repository,33.3,44.4,46.39,"2,655,842,810","2,319,098,840","2,081,844,018","1,250,283,136",0.001025023,0.000911041,0.000861585,0.000815,J1b2,J1b2b,0.000855147,4.33E-05,9.21E-04,5.77E-05,5.61E-05,5.93E-05,0.000899767,0.000762581,0.000726875,0.000692708,0.019,0.001,0.002,0.0179,0.9,0.92,0.992,0.003,0.003,0.003
267,C,LP6005592-DNA_G03,Jordan445,S_Jordanian-1,Genomic_from_blood,X,XY,Jordanian,WestEurasia,Jordan,migrants_collected_in_Kuwait,32.1,35.9,46.13,"2,655,474,004","2,311,205,495","2,059,551,931","1,173,382,563",0.001039336,0.000919178,0.000879733,0.000878,HV1c,J2a,0.00079867,6.15E-05,8.40E-04,7.35E-05,7.16E-05,7.54E-05,0.000850514,0.000705125,0.000673987,0.000668991,0.015,0.001,0.002,0.0204,0.79,0.89,0.991,0.001,0.001,0.001
268,C,LP6005442-DNA_F04,Jordan603,S_Jordanian-2,Genomic_from_blood,X,XY,Jordanian,WestEurasia,Jordan,migrants_collected_in_Kuwait,32.1,35.9,36.71,"2,655,488,084","2,331,275,391","2,166,024,086","1,213,699,556",0.001038564,0.000922379,0.000881516,0.000856,H1:0,J1b2b,0.000822002,4.41E-05,8.76E-04,6.60E-05,6.43E-05,6.76E-05,0.000858015,0.000720103,0.000690202,0.000661057,0.015,0,0.002,0.0162,0.88,0.92,0.994,0.001,0.001,0.001
269,C,LP6005442-DNA_E04,Jordan214,S_Jordanian-3,Genomic_from_blood,X,XY,Jordanian,WestEurasia,Jordan,migrants_collected_in_Kuwait,32.1,35.9,39.5,"2,656,213,542","2,328,773,914","2,139,308,038","1,187,684,511",0.001039664,0.000921086,0.000884162,0.000871,H14b,T1a1a1a,0.000890713,4.59E-05,9.49E-04,6.40E-05,6.23E-05,6.57E-05,0.000940442,0.00079241,0.000763522,0.000756607,0.016,0,0.002,0.0171,0.85,0.91,0.993,0.001,0.001,0.001
270,C,LP6005442-DNA_G04,lez42,S_Lezgin-2,Genomic_from_blood,X,XY,Lezgin,WestEurasia,Russia,Dagestanskiye_Ogni_in_Dagestan,42.1,48.2,40.22,"2,656,498,819","2,329,992,808","2,140,909,699","1,245,773,737",0.001016709,0.000904003,0.000861433,0.000834,U5a1b1,R1b1a2a2a,0.0008553,4.11E-05,9.12E-04,6.22E-05,6.06E-05,6.38E-05,0.000890118,0.000749715,0.000716743,0.000690599,0.019,0.001,..,0.0154,0.89,0.92,0.993,0.001,0.001,0.001
271,C,LP6005443-DNA_E10,NorthOssetia12,S_North_Ossetian-1,Genomic_from_blood,X,XY,North_Ossetian,WestEurasia,Russia,Vladikavkaz in Republic of North Ossetia_Alania,43,44.7,43.13,"2,655,832,564","2,327,741,180","2,134,208,156","1,226,327,091",0.00102395,0.000906815,0.000873337,0.000872,HV12a,J2a,0.00086794,4.60E-05,9.14E-04,6.58E-05,6.41E-05,6.75E-05,0.000903751,0.000759528,0.000732318,0.000725036,0.019,0.002,0.002,0.0171,0.88,0.92,0.993,0.001,0.001,0.001
272,C,LP6005443-DNA_F10,NorthOssetia5,S_North_Ossetian-2,Genomic_from_blood,X,XY,North_Ossetian,WestEurasia,Russia,Vladikavkaz in Republic of North Ossetia_Alania,43,44.7,46.29,"2,648,414,988","2,143,167,206","1,851,913,573","1,133,047,867",0.001026409,0.000848751,0.000823863,0.000816,H4a1,J2a1b,0.00085643,4.53E-05,9.02E-04,6.19E-05,6.03E-05,6.36E-05,0.000895225,0.000751209,0.000723007,0.000696535,0.023,0.001,0.002,..,0.88,0.92,0.993,..,..,..
273,C,LP6005592-DNA_B01,NOR111,S_Norwegian-1,Genomic_from_blood,X,XX,Norwegian,WestEurasia,Norway,Bergen,..,..,49.55,"2,648,022,905","2,318,724,866","2,125,645,503","1,169,060,875",0.001017541,0.000901875,0.000858717,0.000829,H11a2a2,..,0.000876839,0.00045818,8.96E-04,5.22E-04,5.16E-04,5.28E-04,0.000908264,0.000768222,0.000735043,0.000712763,..,..,..,..,0.91,0.91,0.993,0.001,0.001,0.001
274,C,LP6005441-DNA_C09,HGDP00798,S_Orcadian-1,Genomic_from_cell_lines,X,XY,Orcadian,WestEurasia,OrkneyIslands,?,59,-3,40.22,"2,656,939,498","2,325,419,853","2,136,484,820","1,244,390,001",0.001019637,0.000905249,0.000860082,0.000817,H23,R1b1a2a1a1b1a1,0.00084448,4.03E-05,9.06E-04,6.13E-05,5.97E-05,6.30E-05,0.000880981,0.000743085,0.000710897,0.000677521,0.02,0.001,0.002,0.0126,0.89,0.92,0.993,0.001,0.001,0.001
275,C,LP6005441-DNA_D09,HGDP00796,S_Orcadian-2,Genomic_from_cell_lines,X,XX,Orcadian,WestEurasia,OrkneyIslands,?,59,-3,39.79,"2,656,517,016","2,327,177,178","2,134,987,292","1,254,318,261",0.001011834,0.000898596,0.00085382,0.000814,T1a1,..,0.000870481,0.00047039,9.04E-04,5.35E-04,5.30E-04,5.41E-04,0.000907654,0.000767629,0.000732412,0.00070342,0.019,0.001,0.004,0.0123,0.91,0.91,0.993,0.001,0.001,0.001
276,C,LP6005592-DNA_B03,HGDP00722,S_Palestinian-1,Genomic_from_cell_lines,X,XY,Palestinian,WestEurasia,Israel(Central),?,32,35,45.9,"2,654,615,961","2,327,062,055","2,134,355,529","1,224,889,896",0.001040185,0.000921974,0.000875925,0.000841,N1b1,E1b1b1a1c3,0.000875079,4.30E-05,9.45E-04,6.93E-05,6.76E-05,7.11E-05,0.000913859,0.000767688,0.000733634,0.000705144,0.016,0.001,0.002,0.0169,0.9,0.92,0.993,0.001,0.001,0.001
277,C,LP6005441-DNA_G09,HGDP00725,S_Palestinian-2,Genomic_from_cell_lines,X,XX,Palestinian,WestEurasia,Israel(Central),?,32,35,41.82,"2,656,385,759","2,326,128,555","2,244,299,652","1,246,779,355",0.001038044,0.000922055,0.00088607,0.000837,U6a3,..,0.000889753,1.91E-05,9.47E-04,4.09E-05,3.95E-05,4.22E-05,0.000925344,0.000784636,0.000756767,0.000759015,0.017,0.001,0.002,0.0188,0.89,0.91,0.993,0.001,0.001,0.001
278,C,LP6005441-DNA_H09,HGDP00737,S_Palestinian-3,Genomic_from_cell_lines,X,XX,Palestinian,WestEurasia,Israel(Central),?,32,35,40.27,"2,656,252,630","2,317,258,014","2,095,430,161","1,233,691,420",0.001037305,0.000921926,0.000876503,0.000831,H,..,0.000907856,0.000516328,9.26E-04,5.75E-04,5.70E-04,5.81E-04,0.00094244,0.000801445,0.000765189,0.000730177,0.017,0.001,0.002,0.0174,0.91,0.91,0.993,0.001,0.001,0.001
279,C,LP6005592-DNA_E02,ND15865,S_Polish-1,Genomic_from_cell_lines,X,XY,Polish,WestEurasia,Poland,Cell_line_repository_sampling_location_unknown,52.2,21,47.88,"2,651,285,050","2,313,029,062","2,093,373,271","1,174,662,187",0.001019949,0.000904559,0.000858868,0.00081,H:1,R1b1a2a2a,0.000843914,3.90E-05,9.00E-04,5.67E-05,5.51E-05,5.83E-05,0.000883334,0.000743505,0.000710461,0.000670619,0.019,0.001,..,0.0143,0.91,0.92,0.996,0.001,0.001,0.001
280,C,LP6005441-DNA_G10,HGDP00887,S_Russian-1,Genomic_from_cell_lines,X,XY,Russian,WestEurasia,Russia,Vologda Administrative Region,61,40,39.38,"2,655,967,022","2,323,595,652","2,087,034,003","1,269,652,690",0.001020144,0.00090616,0.000854038,0.00081,H1b2,I2a1b3a,0.000849945,4.46E-05,9.16E-04,6.66E-05,6.49E-05,6.84E-05,0.000888165,0.00075103,0.000711663,0.000676265,0.02,0.002,0.005,0.0173,0.89,0.92,0.993,0.003,0.002,0.003
281,C,LP6005441-DNA_H10,HGDP00903,S_Russian-2,Genomic_from_cell_lines,X,XX,Russian,WestEurasia,Russia,Vologda Administrative Region,61,40,39.17,"2,654,929,073","2,326,467,539","2,151,728,378","1,287,820,024",0.001022744,0.00090623,0.00086264,0.000825,J1b1a1,..,0.000880088,0.000494417,9.10E-04,5.59E-04,5.54E-04,5.65E-04,0.000917355,0.000775443,0.000741796,0.000714982,0.021,0.001,0.002,0.0139,0.9,0.91,0.993,0.001,0.001,0.001
282,C,LP6005592-DNA_C01,Utsa21,S_Saami-1,Genomic_from_saliva,X,XX,Saami,WestEurasia,Finland,Utsjoki,69.9,27,50.08,"2,647,914,126","2,320,559,198","2,129,898,964","1,238,645,976",0.001020498,0.000905739,0.000862211,0.000831,V7a1,..,0.000847057,0.000410766,8.74E-04,4.70E-04,4.65E-04,4.76E-04,0.000884953,0.000743839,0.000709294,0.000681998,0.023,0.001,..,0.0125,0.91,0.91,0.993,0.001,0.001,0.001
283,C,LP6005592-DNA_D01,Utsa22,S_Saami-2,Genomic_from_saliva,X,XY,Saami,WestEurasia,Finland,Utsjoki,69.9,27,45.02,"2,656,742,226","2,330,516,874","2,152,177,407","1,234,055,248",0.001025654,0.000909702,0.000867333,0.000838,U5b1b1a,N1c1a1a2a,0.000812935,4.08E-05,8.61E-04,6.02E-05,5.86E-05,6.19E-05,0.000848948,0.000710019,0.000679436,0.000654463,0.023,0.002,..,0.0131,0.9,0.92,0.993,0.001,0.001,0.001
284,C,LP6005592-DNA_D04,Sam02,S_Samaritan-1,Genomic_from_blood,X,XY,Samaritan,WestEurasia,Israel,Mount Gerizim,32.2,35.3,41.64,"2,655,271,538","2,320,824,328","2,132,129,766","1,221,621,703",0.001031174,0.000911446,0.000869713,0.000844,U7b,J2a1b,0.000775184,4.45E-05,8.17E-04,6.46E-05,6.30E-05,6.63E-05,0.000812804,0.000669831,0.000641088,0.000620241,0.015,0.001,..,0.0186,0.89,0.92,0.993,0.001,0.001,0.001
285,C,LP6005441-DNA_C11,HGDP01079,S_Sardinian-1,Genomic_from_cell_lines,X,XY,Sardinian,WestEurasia,Italy(Sardinia),?,40,9,36.38,"2,656,683,273","2,323,282,435","2,116,906,619","1,270,117,299",0.001019342,0.000903152,0.000859004,0.000821,U5b1:0:0,J1b2b,0.000828902,4.33E-05,8.73E-04,5.66E-05,5.50E-05,5.81E-05,0.000864381,0.000723325,0.000690543,0.000662863,0.02,0.001,0.002,0.0158,0.88,0.92,0.993,0.001,0.001,0.001
286,C,LP6005441-DNA_D11,HGDP01078,S_Sardinian-2,Genomic_from_cell_lines,X,XX,Sardinian,WestEurasia,Italy(Sardinia),?,40,9,34.77,"2,656,627,112","2,325,964,343","2,151,204,863","1,247,920,430",0.001017356,0.000902683,0.000861876,0.000828,H1b,..,0.000884281,0.000521404,9.10E-04,5.89E-04,5.84E-04,5.95E-04,0.000917088,0.000774756,0.000742003,0.000717278,0.021,0,0.004,0.0156,0.89,0.91,0.993,0.001,0.001,0.001
287,C,LP6005442-DNA_A11,HG01503,S_Spanish-1,Genomic_from_cell_lines,X,XY,Spanish,WestEurasia,Spain,Castilla la Mancha,39.9,-4,35.67,"2,656,409,694","2,327,874,347","2,141,241,633","1,196,295,876",0.001017004,0.000904099,0.000860702,0.000824,H1z,R1b1a2a1a2c1f2,0.000849609,4.30E-05,9.07E-04,6.47E-05,6.31E-05,6.63E-05,0.000885172,0.000749507,0.000716617,0.000689134,0.02,0.001,0.002,0.0111,0.87,0.92,0.993,0.001,0.001,0.001
288,C,LP6005442-DNA_B11,HG01504,S_Spanish-2,Genomic_from_cell_lines,X,XX,Spanish,WestEurasia,Spain,Castilla la Mancha,39.9,-4,42.97,"2,657,021,252","2,323,086,128","2,161,631,381","1,243,565,234",0.001017631,0.000901719,0.000859646,0.000825,H1t,..,0.0008838,0.000496862,9.15E-04,5.67E-04,5.61E-04,5.72E-04,0.000921652,0.000777011,0.000742765,0.00071762,0.016,0.001,0.002,0.0106,0.91,0.91,0.993,0.001,0.001,0.001
289,C,LP6005519-DNA_C03,tdj409_shugnan,S_Tajik-1,Genomic_from_blood,X,XY,Tajik,WestEurasia,Tajikistan,Shughnon District,37.6,71.5,52.48,"2,653,707,843","2,323,401,069","2,141,992,818","1,237,323,530",0.001031327,0.000913803,0.000868053,0.000833,H2b,L1c,0.00079776,3.99E-05,8.57E-04,6.40E-05,6.23E-05,6.58E-05,0.00083414,0.000693442,0.000661331,0.000634786,0.017,0.002,..,0.0166,0.91,0.92,0.994,0.001,0.001,0.001
290,C,LP6005519-DNA_D03,tdj430_shugnan,S_Tajik-2,Genomic_from_blood,X,XY,Tajik,WestEurasia,Tajikistan,Shughnon District,37.6,71.5,46.64,"2,651,906,778","2,321,864,953","2,137,549,106","1,164,590,751",0.00102373,0.00090955,0.000866656,0.000837,H15a1a,L1c,0.000858862,3.82E-05,9.24E-04,6.19E-05,6.03E-05,6.36E-05,0.000896371,0.000756209,0.000723347,0.000695798,0.021,0.001,..,0.0143,0.91,0.92,0.993,0.001,0.001,0.001
291,C,LP6005677-DNA_C03,Kayseri23827,S_Turkish-1,Genomic_from_blood,X,XY,Turkish,WestEurasia,Turkey,Kayseri,38.7,35.5,44.86,"2,636,836,440","2,311,387,481","2,137,138,206","1,223,621,667",0.001023501,0.000910226,0.000867521,0.000838,X2f,R1b1a2a1a2c1g,0.000859018,4.14E-05,9.23E-04,6.54E-05,6.37E-05,6.71E-05,0.000899918,0.000760389,0.000727598,0.000702537,0.02,0.001,..,0.0157,0.9,0.92,0.993,0.001,0.001,0.001
292,C,LP6005677-DNA_A03,Kayseri24424,S_Turkish-2,Genomic_from_blood,X,XX,Turkish,WestEurasia,Turkey,Kayseri,38.7,35.5,44.31,"2,650,241,552","2,321,958,662","2,141,865,179","1,174,394,380",0.001023952,0.000907588,0.000864419,0.000833,K1a4c1,..,0.000878456,0.000464603,9.09E-04,5.34E-04,5.29E-04,5.40E-04,0.00091482,0.000772992,0.000737691,0.000711996,0.018,0.001,..,0.0165,0.91,0.91,0.993,0.001,0.001,0.001
293,C,LP6005441-DNA_H12,HGDP01168,S_Tuscan-1,Genomic_from_cell_lines,X,XX,Tuscan,WestEurasia,Italy(Tuscany),?,43,11,39.71,"2,656,432,813","2,313,695,426","2,075,344,445","1,194,409,911",0.001020365,0.000906356,0.000862984,0.000816,U5a2a1,..,0.000872935,0.000489866,8.85E-04,5.39E-04,5.34E-04,5.45E-04,0.000906375,0.00076595,0.000731817,0.000698981,0.021,0.001,0.002,0.0146,0.91,0.91,0.993,0.001,0.001,0.001
294,C,LP6005441-DNA_G12,HGDP01163,S_Tuscan-2,Genomic_from_cell_lines,X,XY,Tuscan,WestEurasia,Italy(Tuscany),?,43,11,41.41,"2,655,011,570","2,298,696,518","1,967,685,480","1,180,932,139",0.001026145,0.000908672,0.00086185,0.000803,K1a1b1e,J2a1b1,0.000857067,4.62E-05,9.03E-04,5.11E-05,4.96E-05,5.26E-05,0.000898099,0.000757645,0.000721897,0.000676232,0.021,0.002,0.002,0.0149,0.89,0.92,0.993,0.001,0.001,0.001
295,C,LP6005592-DNA_H01,YemeniteJew4695,S_Yemenite_Jew-1,Genomic_from_cell_lines,X,XX,Yemenite_Jew,WestEurasia,Yemen,Cell_line_repository,15.4,44.2,51.6,"2,643,932,702","2,314,436,895","2,142,014,400","1,182,450,269",0.001039968,0.000921088,0.000875857,0.000833,H13a2b3,..,0.000884173,0.000426773,9.26E-04,4.94E-04,4.88E-04,5.00E-04,0.000923976,0.000778616,0.000744486,0.000713452,0.016,0,0.005,0.0202,0.91,0.91,0.993,0.001,0.001,0.001
296,C,LP6005592-DNA_G01,YemeniteJew5433,S_Yemenite_Jew-2,Genomic_from_cell_lines,X,XY,Yemenite_Jew,WestEurasia,Yemen,Cell_line_repository,15.4,44.2,55.85,"2,650,900,952","2,321,297,137","2,136,899,510","1,169,432,195",0.00103089,0.000916287,0.000869197,0.000819,J2a2,T1a1a1,0.000878929,4.61E-05,9.49E-04,6.91E-05,6.73E-05,7.09E-05,0.000913806,0.000772685,0.000737008,0.000696088,0.018,0.001,0.002,0.0192,0.91,0.92,0.993,0.001,0.001,0.001
297,C,LP6005592-DNA_F05,ADR2,T_Sherpa-2,Genomic from saliva,Y,XX,Sherpa,SouthAsia,Nepal,Khumbu,27.8,86.7,48.89,"2,647,022,357","2,317,321,243","2,142,817,491","1,240,770,554",0.001049404,0.000931229,0.000886539,0.000851,C4a3b,..,0.000815477,0.000399024,8.49E-04,4.72E-04,4.67E-04,4.78E-04,0.000852853,0.000709955,0.000677653,0.000651752,0.023,0.006,..,0.0182,0.91,0.91,0.993,0.001,0.001,0.001
298,C,LP6005592-DNA_G05,ADR3,T_Tibetan-1,Genomic from saliva,Y,XX,Tibetan,SouthAsia,Tibet,Gorkha District,28.9,84.3,44.17,"2,656,393,330","2,326,380,863","2,151,304,189","1,161,032,915",0.001044941,0.000926341,0.00088283,0.000851,C4,..,0.000807709,0.000423949,8.40E-04,4.91E-04,4.86E-04,4.96E-04,0.000849636,0.000705538,0.000674185,0.000651924,0.022,0.005,..,0.0185,0.91,0.91,0.995,0.001,0.001,0.001
299,C,LP6005619-DNA_A01,ADR4,T_Tibetan-2,Genomic from saliva,Y,XX,Tibetan,SouthAsia,Tibet,Mustang District,28.9,84.3,48.82,"2,655,927,313","2,327,145,230","2,126,342,480","1,223,667,180",0.001050951,0.000931561,0.000884018,0.000849,M10a2,..,0.000845292,0.00041918,8.80E-04,4.95E-04,4.89E-04,5.01E-04,0.000882494,0.000735154,0.000699725,0.000672757,0.023,0.006,..,0.0183,0.91,0.91,0.992,0.001,0.001,0.001
300,C,LP6005592-DNA_E05,ADR1,T_Sherpa-1,Genomic from saliva,Y,XY,Sherpa,SouthAsia,Nepal,Khumbu,27.8,86.7,31.97,"2,653,911,214","2,326,052,246","2,122,906,675","1,235,893,394",0.00104877,0.000932876,0.000889133,0.000857,C4a3b,O3a2c1a,0.000762577,4.48E-05,7.97E-04,5.96E-05,5.81E-05,6.12E-05,0.000794663,0.000660337,0.000632202,0.000609838,0.023,0.006,..,0.0185,0.85,0.92,0.993,0.001,0.001,0.001
